MongoScriptId,PostID,StoredPicture,ImageName,Body,Class,Condition,ImageSource,ActorUsername,ActorName,TimeMilliseconds,Likes,Dislikes,Shares,NumComments
69f563d2d36d0896cb128676,40,12.jpg,t07lib-ai.png,Immigration and Customs Enforcement #ICE at Work,lAI,lib,AI,B.Mike,Mike B.,-273840000,0,0,0,0
69f563d8d36d0896cb12873c,41,27.jpg,t14con-ai.png,Science and Public Health,cAI,con,AI,coachmatthews,Eva Matthews,-345600000,0,0,0,0
69f563d2d36d0896cb128679,41,14.jpg,t08lib-ai.png,#energyoptions #policy #politics,lAI,lib,AI,bblueberryy,Emma Hanson,-263820000,0,0,0,0
69f563d8d36d0896cb12873f,42,29.jpg,t15con-ai.png,News coverage of the Israel�Palestine war,cAI,con,AI,csmbx1,Suzanne,-340800000,0,0,0,0
69f563d2d36d0896cb12867c,42,16.jpg,t09lib-ai.png,Politicians discuss climate issues-,lAI,lib,AI,BeardedMatt,Matthew McConville,-256800000,0,0,0,0
69f563d8d36d0896cb128742,43,31.jpg,t16con-ai.png,#protest about the Israel-Palestine war,cAI,con,AI,difrad,Dominic DiFranzo,-328800000,0,0,0,0
69f563d3d36d0896cb12867f,43,18.jpg,t10lib-ai.png,gender diversity or gender ideology in sports?,lAI,lib,AI,BossmanRy,Ryan Haiskenen,-204300000,0,0,0,0
69f563d8d36d0896cb128745,44,33.jpg,t17con-ai.png,#Ukraine #War,cAI,con,AI,DonDonDonna,DonnaHAMMERSMITH,-260400000,0,0,0,0
69f563d3d36d0896cb128682,44,20.jpg,t03lib-ai.png,#police in our communities,lAI,lib,AI,breathe_in,Aimee Lin,-103440000,0,0,0,0
69f563d8d36d0896cb128748,45,35.jpg,t18con-ai.png,Are people becoming more politically violent in the US?,cAI,con,AI,earthpulse,Sophia P.,-283500000,0,0,0,0
69f563d3d36d0896cb128685,45,22.jpg,t11lib-ai.png,affirmative action in college admissions,lAI,lib,AI,breethebaker,Breanne Carman-Hines,-81600000,0,0,0,0
69f563d8d36d0896cb12874b,46,37.jpg,t19con-ai.png,#USprotests #transgenderrights,cAI,con,AI,EmmaSmith0214,Emma Smith,3540000,0,0,0,0
69f563d3d36d0896cb128688,46,24.jpg,t12lib-ai.png,#Vaccines,lAI,lib,AI,casssssssssie,Cassie Reed,-69600000,0,0,0,0
69f563d8d36d0896cb12874e,47,39.jpg,t20con-ai.png,US President talks #trade and #tarrifs,cAI,con,AI,fgonzalez,MomFiona,-221100000,0,0,0,0
69f563d3d36d0896cb12868b,47,26.jpg,t13lib-ai.png,"Robert F. Kennedy Jr., #vaccination",lAI,lib,AI,cavsforever,Hiran,-352500000,0,0,0,0
69f563d8d36d0896cb128751,48,41.jpg,t21con-ai.png,Do tariffs HELP factories or HURT consumers?,cAI,con,AI,fusionfeast,Max Cho,-160440000,0,0,0,0
69f563d3d36d0896cb12868e,48,28.jpg,t14lib-ai.png,Science and Public Health,lAI,lib,AI,coachmatthews,Eva Matthews,-345600000,0,0,0,0
69f563d8d36d0896cb128754,49,43.jpg,t22con-ai.png,diversity in education?,cAI,con,AI,gwenfromtheblock,GwenfromtheBlock,-144000000,0,0,0,0
69f563d3d36d0896cb128691,49,30.jpg,t15lib-ai.png,News coverage of the Israel�Palestine war,lAI,lib,AI,csmbx1,Suzanne,-340800000,0,0,0,0
69f563d8d36d0896cb128757,50,45.jpg,t23con-ai.png,U.S. Healthcare: budget buster or basic right?,cAI,con,AI,hockeymom101,Tracey Green,-88200000,0,0,0,0
69f563d3d36d0896cb128694,50,32.jpg,t16lib-ai.png,#protest about the Israel-Palestine war,lAI,lib,AI,difrad,Dominic DiFranzo,-328800000,0,0,0,0
69f563d9d36d0896cb12875a,51,47.jpg,t24con-ai.png,National guard deployment in D.C.,cAI,con,AI,HP743,Heather,-74460000,0,0,0,0
69f563d3d36d0896cb128697,51,34.jpg,t17lib-ai.png,#Ukraine #War,lAI,lib,AI,DonDonDonna,DonnaHAMMERSMITH,-260400000,0,0,0,0
69f563d9d36d0896cb12875d,52,49.jpg,t25con-ai.png,Does diversity in the US military make it strong or weak?,cAI,con,AI,jackrussellmom,Karen Laretti,-6000000,0,0,0,0
69f563d3d36d0896cb12869a,52,36.jpg,t18lib-ai.png,Are people becoming more politically violent in the US?,lAI,lib,AI,earthpulse,Sophia P.,-283500000,0,0,0,0
69f563d9d36d0896cb128760,53,51.jpg,t26con-ai.png,is #scotus an objective institution or a collection of ideological judicial activists?,cAI,con,AI,jake_turk,Jake T.,-355500000,0,0,0,0
69f563d3d36d0896cb12869d,53,38.jpg,t19lib-ai.png,#USprotests #transgenderrights,lAI,lib,AI,EmmaSmith0214,Emma Smith,3540000,0,0,0,0
69f563d9d36d0896cb128763,54,53.jpg,t27con-ai.png,speech on campus #freedom,cAI,con,AI,Jcole9,jcole,-272340000,0,0,0,0
69f563d3d36d0896cb1286a0,54,40.jpg,t20lib-ai.png,US President talks #trade and #tarrifs,lAI,lib,AI,fgonzalez,MomFiona,-221100000,0,0,0,0
69f563d9d36d0896cb128766,55,55.jpg,t28con-ai.png,US colleges and universities #highered,cAI,con,AI,jiruletheworld,Jin Ying,-258900000,0,0,0,0
69f563d4d36d0896cb1286a3,55,42.jpg,t21lib-ai.png,Do tariffs HELP factories or HURT consumers?,lAI,lib,AI,fusionfeast,Max Cho,-160440000,0,0,0,0
69f563d4d36d0896cb1286a6,56,44.jpg,t22lib-ai.png,diversity in education?,lAI,lib,AI,gwenfromtheblock,GwenfromtheBlock,-144000000,0,0,0,0
69f563d4d36d0896cb1286a9,57,46.jpg,t23lib-ai.png,U.S. Healthcare: budget buster or basic right?,lAI,lib,AI,hockeymom101,Tracey Green,-88200000,0,0,0,0
69f563d4d36d0896cb1286ac,58,48.jpg,t24lib-ai.png,National guard deployment in D.C.,lAI,lib,AI,HP743,Heather,-74460000,0,0,0,0
69f563d4d36d0896cb1286af,59,50.jpg,t25lib-ai.png,Does diversity in the US military make it strong or weak?,lAI,lib,AI,jackrussellmom,Karen Laretti,-6000000,0,0,0,0
69f563d4d36d0896cb1286b2,60,52.jpg,t26lib-ai.png,is #scotus an objective institution or a collection of ideological judicial activists?,lAI,lib,AI,jake_turk,Jake T.,-355500000,0,0,0,0
69f563d4d36d0896cb1286b5,61,54.jpg,t27lib-ai.png,speech on campus #freedom,lAI,lib,AI,Jcole9,jcole,-272340000,0,0,0,0
69f563d4d36d0896cb1286b8,62,56.jpg,t28lib-ai.png,US colleges and universities #highered,lAI,lib,AI,jiruletheworld,Jin Ying,-258900000,0,0,0,0
69f563d9d36d0896cb128769,63,57.jpg,t29con-ai.png,#war #iran,cAI,con,AI,john73,John,-258900000,0,0,0,0
69f563d9d36d0896cb12876f,63,57.jpg,t29con-real,#war #iran,creal,con,real,john73,John,-258900000,0,0,0,0
69f563d4d36d0896cb1286bb,63,58.jpg,t29lib-ai.png,#war #iran,lAI,lib,AI,john73,John,-258900000,0,0,0,0
69f563d9d36d0896cb12876c,64,59.jpg,t30con-ai.png,Celebration or Protest? #iranwar,cAI,con,AI,JuniperQ,JuniperQ,-258900000,0,0,0,0
69f563d9d36d0896cb128772,64,59.jpg,t30con-real,Celebration or Protest? #iranwar,creal,con,real,JuniperQ,JuniperQ,-258900000,0,0,0,0
69f563d4d36d0896cb1286be,64,60.jpg,t30lib-ai.png,Celebration or Protest? #iranwar,lAI,lib,AI,JuniperQ,JuniperQ,-258900000,0,0,0,0
