Prolific ID,ProificId,NumUserCommentsCreated,NumActorPostsLiked,NumActorPostsShared,NumActorCommentsLiked,UserPostsCreated,UserCommentsCreated,ActorPostsLiked(ImageName),ActorPostsLiked(PostID),ActorPostsShared(ImageName),ActorPostsShared(PostID),ActorCommentsLiked,TimeOnSite,"TimeSpentEachPost(ImageName,Time)","TimeSpentEachPost(PostID,Time)",PostLookup(PostID=ImageName),PageLog
,58189c1f883c8800010ee630,0,0,0,0,,,,,,,,133467,"[t30con-ai.png,12610];[t02con-ai.png,5850];[t15con-real.jpg,8234];[t21con-ai.png,8213];[t05con-ai.png,8634];[t09con-ai.png,2352];[t29con-real.jpg,3233];[t23con-ai.png,7547];[t16con-ai.png,3583];[t12con-real.jpg,4717];[t22con-ai.png,12267];[t10con-ai.png,4033];[t08con-ai.png,1799];[t03con-real.jpg,16097];[t01con-ai.png,8616];[t17con-ai.png,5299];[t28con-ai.png,2616];[t19con-ai.png,2202];[t14con-ai.png,3185];[t11con-ai.png,1615]","[64,12610];[29,5850];[14,8234];[48,8213];[31,8634];[35,2352];[63,3233];[50,7547];[43,3583];[11,4717];[49,12267];[36,4033];[34,1799];[9,16097];[28,8616];[44,5299];[55,2616];[46,2202];[41,3185];[38,1615]",64=t30con-ai.png;29=t02con-ai.png;14=t15con-real.jpg;48=t21con-ai.png;31=t05con-ai.png;35=t09con-ai.png;63=t29con-real.jpg;50=t23con-ai.png;43=t16con-ai.png;11=t12con-real.jpg;49=t22con-ai.png;36=t10con-ai.png;34=t08con-ai.png;9=t03con-real.jpg;28=t01con-ai.png;44=t17con-ai.png;55=t28con-ai.png;46=t19con-ai.png;41=t14con-ai.png;38=t11con-ai.png,/newsfeed/condition/
,5e4817a6e98da32bd77e901e,0,0,0,0,,,,,,,,87887,"[t30lib-ai.png,15366];[t02lib-real.jpg,2888];[t15lib-real.jpg,2182];[t05lib-ai.png,3079];[t13lib-ai.png,5656];[t11lib-ai.png,12863];[t04lib-real.jpg,2896];[t14lib-real.jpg,4226];[t20lib-ai.png,1539];[t06lib-real.jpg,1521];[t08lib-real.jpg,1507];[t23lib-real.jpg,9623]","[64,15366];[1,2888];[14,2182];[38,3079];[47,5656];[45,12863];[2,2896];[13,4226];[54,1539];[4,1521];[6,1507];[22,9623]",64=t30lib-ai.png;1=t02lib-real.jpg;14=t15lib-real.jpg;38=t05lib-ai.png;47=t13lib-ai.png;45=t11lib-ai.png;2=t04lib-real.jpg;13=t14lib-real.jpg;54=t20lib-ai.png;4=t06lib-real.jpg;6=t08lib-real.jpg;22=t23lib-real.jpg,"/newsfeed/condition/,/newsfeed/condition/"
,6a149de8e78d153523618459,3,0,0,0,,"protest, on Post t30lib-real.jpg (PostID 31), on Day 1
trade, on Post t20lib-real.jpg (PostID 19), on Day 1
freedom, on Post t27lib-real.jpg (PostID 26), on Day 1
",,,,,,522200,"[t30lib-real.jpg,180420];[t06lib-real.jpg,3642];[t23lib-real.jpg,15930];[t16lib-real.jpg,97228];[t12lib-real.jpg,4127];[t01lib-real.jpg,1504];[t13lib-real.jpg,41928];[t29lib-real.jpg,5253];[t20lib-real.jpg,0];[t27lib-real.jpg,0];[t26lib-real.jpg,1650];[t19lib-real.jpg,2182];[t28lib-real.jpg,1686];[t17lib-real.jpg,1661];[t22lib-real.jpg,2303]","[31,180420];[4,3642];[22,15930];[15,97228];[11,4127];[0,1504];[12,41928];[29,5253];[19,0];[26,0];[25,1650];[18,2182];[27,1686];[16,1661];[21,2303]",31=t30lib-real.jpg;4=t06lib-real.jpg;22=t23lib-real.jpg;15=t16lib-real.jpg;11=t12lib-real.jpg;0=t01lib-real.jpg;12=t13lib-real.jpg;29=t29lib-real.jpg;19=t20lib-real.jpg;26=t27lib-real.jpg;25=t26lib-real.jpg;18=t19lib-real.jpg;27=t28lib-real.jpg;16=t17lib-real.jpg;21=t22lib-real.jpg,/newsfeed/condition/
,5a285307df86d80001455de5,0,2,1,0,,,"t17con-real.jpg,t03con-real.jpg","16,9",t17con-real.jpg,16,,261446,"[t30con-real.jpg,20319];[t15con-real.jpg,9518];[t02con-real.jpg,21050];[t21con-real.jpg,9010];[t05con-ai.png,7500];[t09con-real.jpg,0];[t09con-real.jpg,3199];[t29con-real.jpg,10667];[t13con-ai.png,18927];[t11con-real.jpg,39933];[t04con-real.jpg,4950];[t14con-real.jpg,8649];[t20con-real.jpg,5666];[t06con-real.jpg,4400];[t27con-ai.png,19899];[t26con-real.jpg,17268];[t19con-real.jpg,8050];[t28con-real.jpg,6839];[t17con-real.jpg,14033];[t03con-real.jpg,9632];[t01con-real.jpg,7800];[t08con-real.jpg,7666];[t10con-real.jpg,2850];[t22con-real.jpg,4366];[t12con-real.jpg,6349];[t16con-real.jpg,5216];[t23con-real.jpg,7764]","[64,20319];[14,9518];[1,21050];[20,9010];[31,7500];[7,0];[7,3199];[63,10667];[40,18927];[10,39933];[2,4950];[13,8649];[19,5666];[4,4400];[54,19899];[25,17268];[18,8050];[27,6839];[16,14033];[9,9632];[0,7800];[6,7666];[8,2850];[21,4366];[11,6349];[15,5216];[22,7764]",64=t30con-real.jpg;14=t15con-real.jpg;1=t02con-real.jpg;20=t21con-real.jpg;31=t05con-ai.png;7=t09con-real.jpg;63=t29con-real.jpg;40=t13con-ai.png;10=t11con-real.jpg;2=t04con-real.jpg;13=t14con-real.jpg;19=t20con-real.jpg;4=t06con-real.jpg;54=t27con-ai.png;25=t26con-real.jpg;18=t19con-real.jpg;27=t28con-real.jpg;16=t17con-real.jpg;9=t03con-real.jpg;0=t01con-real.jpg;6=t08con-real.jpg;8=t10con-real.jpg;21=t22con-real.jpg;11=t12con-real.jpg;15=t16con-real.jpg;22=t23con-real.jpg,/newsfeed/condition/
,6173c0bb92e149b4127563fe,1,5,0,0,,"Hurt consumers, on Post t21lib-real.jpg (PostID 20), on Day 1
","t15lib-real.jpg,t21lib-real.jpg,t04lib-real.jpg,t14lib-real.jpg,t23lib-real.jpg","14,20,2,13,22",,,,262815,"[t30lib-real.jpg,53861];[t02lib-real.jpg,17568];[t15lib-real.jpg,22024];[t21lib-real.jpg,22640];[t05lib-ai.png,6855];[t09lib-real.jpg,6212];[t29lib-real.jpg,4511];[t13lib-ai.png,6672];[t11lib-real.jpg,6974];[t04lib-real.jpg,7824];[t14lib-real.jpg,8525];[t20lib-real.jpg,3899];[t06lib-real.jpg,3668];[t27lib-ai.png,4126];[t26lib-real.jpg,5957];[t19lib-real.jpg,4171];[t28lib-real.jpg,4037];[t17lib-real.jpg,4077];[t01lib-real.jpg,2605];[t03lib-real.jpg,3572];[t08lib-real.jpg,4102];[t10lib-real.jpg,6354];[t22lib-real.jpg,4287];[t12lib-real.jpg,4287];[t16lib-real.jpg,4022];[t23lib-real.jpg,39719]","[31,53861];[1,17568];[14,22024];[20,22640];[38,6855];[7,6212];[29,4511];[47,6672];[10,6974];[2,7824];[13,8525];[19,3899];[4,3668];[61,4126];[25,5957];[18,4171];[27,4037];[16,4077];[0,2605];[9,3572];[6,4102];[8,6354];[21,4287];[11,4287];[15,4022];[22,39719]",31=t30lib-real.jpg;1=t02lib-real.jpg;14=t15lib-real.jpg;20=t21lib-real.jpg;38=t05lib-ai.png;7=t09lib-real.jpg;29=t29lib-real.jpg;47=t13lib-ai.png;10=t11lib-real.jpg;2=t04lib-real.jpg;13=t14lib-real.jpg;19=t20lib-real.jpg;4=t06lib-real.jpg;61=t27lib-ai.png;25=t26lib-real.jpg;18=t19lib-real.jpg;27=t28lib-real.jpg;16=t17lib-real.jpg;0=t01lib-real.jpg;9=t03lib-real.jpg;6=t08lib-real.jpg;8=t10lib-real.jpg;21=t22lib-real.jpg;11=t12lib-real.jpg;15=t16lib-real.jpg;22=t23lib-real.jpg,/newsfeed/condition/
,69f930eb33c5ad72700a3138,0,0,0,0,,,,,,,,0,"[t30lib-ai.png,49558];[t02lib-ai.png,14941];[t15lib-real.jpg,35529];[t21lib-ai.png,39149];[t05lib-ai.png,11358];[t09lib-ai.png,13582];[t29lib-real.jpg,28683];[t13lib-ai.png,22255];[t11lib-ai.png,7008];[t04lib-real.jpg,4977];[t14lib-ai.png,4549];[t20lib-ai.png,9734];[t06lib-ai.png,2393];[t27lib-ai.png,3899];[t26lib-ai.png,3126];[t19lib-ai.png,1740];[t17lib-ai.png,14849];[t22lib-ai.png,1545];[t23lib-ai.png,4788]","[64,49558];[36,14941];[14,35529];[55,39149];[38,11358];[42,13582];[29,28683];[47,22255];[45,7008];[2,4977];[48,4549];[54,9734];[39,2393];[61,3899];[60,3126];[53,1740];[51,14849];[56,1545];[57,4788]",64=t30lib-ai.png;36=t02lib-ai.png;14=t15lib-real.jpg;55=t21lib-ai.png;38=t05lib-ai.png;42=t09lib-ai.png;29=t29lib-real.jpg;47=t13lib-ai.png;45=t11lib-ai.png;2=t04lib-real.jpg;48=t14lib-ai.png;54=t20lib-ai.png;39=t06lib-ai.png;61=t27lib-ai.png;60=t26lib-ai.png;53=t19lib-ai.png;51=t17lib-ai.png;56=t22lib-ai.png;57=t23lib-ai.png,/newsfeed/condition/
,6a0dd92ca265a5ff7577cccd,0,0,0,0,,,,,,,,0,,,,
,66db373cce38104268a0fb78,0,12,1,0,,,"t02con-real.jpg,t05con-real.jpg,t13con-real.jpg,t11con-real.jpg,t04con-real.jpg,t14con-real.jpg,t06con-real.jpg,t27con-real.jpg,t19con-real.jpg,t10con-real.jpg,t12con-real.jpg,t23con-real.jpg","1,3,12,10,2,13,4,26,18,8,11,22",t10con-real.jpg,8,,171694,"[t30con-real.jpg,17960];[t02con-real.jpg,3666];[t15con-real.jpg,5539];[t21con-real.jpg,6848];[t05con-real.jpg,4752];[t09con-real.jpg,3994];[t29con-real.jpg,7594];[t13con-real.jpg,4594];[t11con-real.jpg,8411];[t04con-real.jpg,7782];[t14con-real.jpg,8412];[t20con-real.jpg,10152];[t06con-real.jpg,5127];[t27con-real.jpg,6545];[t26con-real.jpg,5945];[t19con-real.jpg,5816];[t28con-real.jpg,6000];[t17con-real.jpg,5613];[t01con-real.jpg,3950];[t03con-real.jpg,3291];[t08con-real.jpg,5067];[t10con-real.jpg,8127];[t22con-real.jpg,11372];[t12con-real.jpg,3121];[t16con-real.jpg,3472];[t23con-real.jpg,13246]","[64,17960];[1,3666];[14,5539];[20,6848];[3,4752];[7,3994];[63,7594];[12,4594];[10,8411];[2,7782];[13,8412];[19,10152];[4,5127];[26,6545];[25,5945];[18,5816];[27,6000];[16,5613];[0,3950];[9,3291];[6,5067];[8,8127];[21,11372];[11,3121];[15,3472];[22,13246]",64=t30con-real.jpg;1=t02con-real.jpg;14=t15con-real.jpg;20=t21con-real.jpg;3=t05con-real.jpg;7=t09con-real.jpg;63=t29con-real.jpg;12=t13con-real.jpg;10=t11con-real.jpg;2=t04con-real.jpg;13=t14con-real.jpg;19=t20con-real.jpg;4=t06con-real.jpg;26=t27con-real.jpg;25=t26con-real.jpg;18=t19con-real.jpg;27=t28con-real.jpg;16=t17con-real.jpg;0=t01con-real.jpg;9=t03con-real.jpg;6=t08con-real.jpg;8=t10con-real.jpg;21=t22con-real.jpg;11=t12con-real.jpg;15=t16con-real.jpg;22=t23con-real.jpg,/newsfeed/condition/
,574fadbbd6edf00006ff7571,0,4,0,0,,,"t21lib-ai.png,t13lib-ai.png,t19lib-ai.png,t03lib-real.jpg","55,47,53,9",,,,162000,"[t30lib-ai.png,8273];[t02lib-ai.png,1817];[t15lib-real.jpg,5053];[t21lib-ai.png,9543];[t05lib-ai.png,2569];[t09lib-ai.png,6293];[t13lib-ai.png,0];[t04lib-real.jpg,3069];[t06lib-ai.png,1667];[t27lib-ai.png,3004];[t26lib-ai.png,3320];[t19lib-ai.png,3046];[t17lib-ai.png,2070];[t03lib-real.jpg,3258];[t08lib-ai.png,2462];[t23lib-ai.png,4424]","[64,8273];[36,1817];[14,5053];[55,9543];[38,2569];[42,6293];[47,0];[2,3069];[39,1667];[61,3004];[60,3320];[53,3046];[51,2070];[9,3258];[41,2462];[57,4424]",64=t30lib-ai.png;36=t02lib-ai.png;14=t15lib-real.jpg;55=t21lib-ai.png;38=t05lib-ai.png;42=t09lib-ai.png;47=t13lib-ai.png;2=t04lib-real.jpg;39=t06lib-ai.png;61=t27lib-ai.png;60=t26lib-ai.png;53=t19lib-ai.png;51=t17lib-ai.png;9=t03lib-real.jpg;41=t08lib-ai.png;57=t23lib-ai.png,/newsfeed/condition/
,61118b5fd788969295997051,0,0,0,0,,,,,,,,259695,"[t30lib-real.jpg,42057];[t02lib-real.jpg,5348];[t15lib-real.jpg,8029];[t21lib-real.jpg,11280];[t05lib-ai.png,7996];[t09lib-real.jpg,104056];[t29lib-real.jpg,2197];[t13lib-ai.png,3730];[t11lib-real.jpg,4134];[t04lib-real.jpg,3047];[t14lib-real.jpg,3381];[t20lib-real.jpg,2147];[t06lib-real.jpg,2286];[t27lib-ai.png,3264];[t26lib-real.jpg,4229];[t19lib-real.jpg,1630];[t28lib-real.jpg,2234];[t17lib-real.jpg,1699];[t01lib-real.jpg,2885];[t03lib-real.jpg,2080];[t10lib-real.jpg,2982];[t12lib-real.jpg,2882];[t16lib-real.jpg,1999];[t23lib-real.jpg,3856]","[31,42057];[1,5348];[14,8029];[20,11280];[38,7996];[7,104056];[29,2197];[47,3730];[10,4134];[2,3047];[13,3381];[19,2147];[4,2286];[61,3264];[25,4229];[18,1630];[27,2234];[16,1699];[0,2885];[9,2080];[8,2982];[11,2882];[15,1999];[22,3856]",31=t30lib-real.jpg;1=t02lib-real.jpg;14=t15lib-real.jpg;20=t21lib-real.jpg;38=t05lib-ai.png;7=t09lib-real.jpg;29=t29lib-real.jpg;47=t13lib-ai.png;10=t11lib-real.jpg;2=t04lib-real.jpg;13=t14lib-real.jpg;19=t20lib-real.jpg;4=t06lib-real.jpg;61=t27lib-ai.png;25=t26lib-real.jpg;18=t19lib-real.jpg;27=t28lib-real.jpg;16=t17lib-real.jpg;0=t01lib-real.jpg;9=t03lib-real.jpg;8=t10lib-real.jpg;11=t12lib-real.jpg;15=t16lib-real.jpg;22=t23lib-real.jpg,/newsfeed/condition/
,667f8a768415858efef4a729,0,0,0,0,,,,,,,,205594,"[t30con-ai.png,15416];[t02con-real.jpg,5267];[t15con-real.jpg,9082];[t21con-real.jpg,8517];[t05con-ai.png,3867];[t09con-real.jpg,5451];[t29con-real.jpg,5750];[t13con-ai.png,12049];[t11con-ai.png,20985];[t04con-real.jpg,10899];[t14con-real.jpg,19650];[t20con-ai.png,6200];[t06con-real.jpg,3527];[t27con-ai.png,4733];[t26con-real.jpg,9134];[t19con-real.jpg,2867];[t28con-real.jpg,4000];[t17con-real.jpg,8899];[t01con-ai.png,5582];[t03con-real.jpg,2817];[t08con-real.jpg,3983];[t10con-ai.png,5700];[t22con-ai.png,8635];[t16con-ai.png,2833];[t23con-real.jpg,10201]","[64,15416];[1,5267];[14,9082];[20,8517];[31,3867];[7,5451];[63,5750];[40,12049];[38,20985];[2,10899];[13,19650];[47,6200];[4,3527];[54,4733];[25,9134];[18,2867];[27,4000];[16,8899];[28,5582];[9,2817];[6,3983];[36,5700];[49,8635];[43,2833];[22,10201]",64=t30con-ai.png;1=t02con-real.jpg;14=t15con-real.jpg;20=t21con-real.jpg;31=t05con-ai.png;7=t09con-real.jpg;63=t29con-real.jpg;40=t13con-ai.png;38=t11con-ai.png;2=t04con-real.jpg;13=t14con-real.jpg;47=t20con-ai.png;4=t06con-real.jpg;54=t27con-ai.png;25=t26con-real.jpg;18=t19con-real.jpg;27=t28con-real.jpg;16=t17con-real.jpg;28=t01con-ai.png;9=t03con-real.jpg;6=t08con-real.jpg;36=t10con-ai.png;49=t22con-ai.png;43=t16con-ai.png;22=t23con-real.jpg,/newsfeed/condition/
,63f82a4ff43ec144ca3622a8,0,0,0,0,,,,,,,,77327,"[t30lib-real.jpg,10397];[t02lib-real.jpg,5399];[t15lib-real.jpg,2049];[t21lib-real.jpg,4540];[t05lib-real.jpg,4299];[t09lib-real.jpg,2500];[t29lib-real.jpg,2233];[t13lib-real.jpg,2684];[t11lib-real.jpg,4432];[t04lib-real.jpg,2012];[t06lib-real.jpg,1551];[t27lib-real.jpg,1602];[t26lib-real.jpg,6681];[t19lib-real.jpg,1510];[t08lib-real.jpg,7066];[t10lib-real.jpg,5116];[t23lib-real.jpg,10907]","[31,10397];[1,5399];[14,2049];[20,4540];[3,4299];[7,2500];[29,2233];[12,2684];[10,4432];[2,2012];[4,1551];[26,1602];[25,6681];[18,1510];[6,7066];[8,5116];[22,10907]",31=t30lib-real.jpg;1=t02lib-real.jpg;14=t15lib-real.jpg;20=t21lib-real.jpg;3=t05lib-real.jpg;7=t09lib-real.jpg;29=t29lib-real.jpg;12=t13lib-real.jpg;10=t11lib-real.jpg;2=t04lib-real.jpg;4=t06lib-real.jpg;26=t27lib-real.jpg;25=t26lib-real.jpg;18=t19lib-real.jpg;6=t08lib-real.jpg;8=t10lib-real.jpg;22=t23lib-real.jpg,/newsfeed/condition/
,69eb64c8e52bffe449ca8c2a,0,0,1,0,,,,,t23con-ai.png,50,,47871,"[t23con-ai.png,13609];[t30con-ai.png,16500];[t02con-ai.png,4192]","[50,13609];[64,16500];[29,4192]",50=t23con-ai.png;64=t30con-ai.png;29=t02con-ai.png,/newsfeed/condition/
,69fe58b63f8342ad68be6dff,0,1,0,0,,,t30lib-ai.png,64,,,,0,"[t30lib-ai.png,26137];[t02lib-real.jpg,15202];[t15lib-real.jpg,6683];[t21lib-real.jpg,11083];[t05lib-ai.png,3315];[t09lib-real.jpg,9752];[t29lib-real.jpg,2083];[t13lib-ai.png,7967];[t11lib-ai.png,2818];[t04lib-real.jpg,3416];[t14lib-real.jpg,3549];[t20lib-ai.png,5918];[t06lib-real.jpg,1565];[t27lib-ai.png,3284];[t26lib-real.jpg,9183];[t19lib-real.jpg,2134];[t28lib-real.jpg,2548];[t17lib-real.jpg,6867];[t01lib-ai.png,2017];[t03lib-real.jpg,1612];[t08lib-real.jpg,1835];[t10lib-ai.png,4651];[t22lib-ai.png,2968];[t12lib-real.jpg,5149];[t16lib-ai.png,1535];[t23lib-real.jpg,5163]","[64,26137];[1,15202];[14,6683];[20,11083];[38,3315];[7,9752];[29,2083];[47,7967];[45,2818];[2,3416];[13,3549];[54,5918];[4,1565];[61,3284];[25,9183];[18,2134];[27,2548];[16,6867];[35,2017];[9,1612];[6,1835];[43,4651];[56,2968];[11,5149];[50,1535];[22,5163]",64=t30lib-ai.png;1=t02lib-real.jpg;14=t15lib-real.jpg;20=t21lib-real.jpg;38=t05lib-ai.png;7=t09lib-real.jpg;29=t29lib-real.jpg;47=t13lib-ai.png;45=t11lib-ai.png;2=t04lib-real.jpg;13=t14lib-real.jpg;54=t20lib-ai.png;4=t06lib-real.jpg;61=t27lib-ai.png;25=t26lib-real.jpg;18=t19lib-real.jpg;27=t28lib-real.jpg;16=t17lib-real.jpg;35=t01lib-ai.png;9=t03lib-real.jpg;6=t08lib-real.jpg;43=t10lib-ai.png;56=t22lib-ai.png;11=t12lib-real.jpg;50=t16lib-ai.png;22=t23lib-real.jpg,/newsfeed/condition/
,6a1645460ae1d39c09cf96d2,0,0,0,0,,,,,,,,0,"[t30con-real.jpg,26124];[t02con-real.jpg,8264];[t15con-real.jpg,17599];[t21con-real.jpg,6848];[t05con-ai.png,17477];[t09con-real.jpg,7683];[t29con-real.jpg,19176];[t13con-ai.png,17427];[t11con-real.jpg,6665];[t04con-real.jpg,19510];[t14con-real.jpg,16994];[t20con-real.jpg,7498];[t06con-real.jpg,2250];[t27con-ai.png,5114];[t26con-real.jpg,5916];[t19con-real.jpg,1835];[t28con-real.jpg,14712];[t17con-real.jpg,11763];[t01con-real.jpg,4982];[t03con-real.jpg,25360];[t08con-real.jpg,3715];[t10con-real.jpg,3882];[t22con-real.jpg,5983];[t12con-real.jpg,2098];[t16con-real.jpg,4666];[t23con-real.jpg,8116]","[64,26124];[1,8264];[14,17599];[20,6848];[31,17477];[7,7683];[63,19176];[40,17427];[10,6665];[2,19510];[13,16994];[19,7498];[4,2250];[54,5114];[25,5916];[18,1835];[27,14712];[16,11763];[0,4982];[9,25360];[6,3715];[8,3882];[21,5983];[11,2098];[15,4666];[22,8116]",64=t30con-real.jpg;1=t02con-real.jpg;14=t15con-real.jpg;20=t21con-real.jpg;31=t05con-ai.png;7=t09con-real.jpg;63=t29con-real.jpg;40=t13con-ai.png;10=t11con-real.jpg;2=t04con-real.jpg;13=t14con-real.jpg;19=t20con-real.jpg;4=t06con-real.jpg;54=t27con-ai.png;25=t26con-real.jpg;18=t19con-real.jpg;27=t28con-real.jpg;16=t17con-real.jpg;0=t01con-real.jpg;9=t03con-real.jpg;6=t08con-real.jpg;8=t10con-real.jpg;21=t22con-real.jpg;11=t12con-real.jpg;15=t16con-real.jpg;22=t23con-real.jpg,/newsfeed/condition/
,6a1dc5fab91056184964653d,0,26,25,0,,,"t30lib-real.jpg,t02lib-real.jpg,t15lib-real.jpg,t21lib-real.jpg,t05lib-real.jpg,t09lib-real.jpg,t29lib-real.jpg,t13lib-real.jpg,t11lib-real.jpg,t04lib-real.jpg,t14lib-real.jpg,t20lib-real.jpg,t06lib-real.jpg,t27lib-real.jpg,t26lib-real.jpg,t19lib-real.jpg,t28lib-real.jpg,t17lib-real.jpg,t01lib-real.jpg,t03lib-real.jpg,t08lib-real.jpg,t10lib-real.jpg,t22lib-real.jpg,t12lib-real.jpg,t16lib-real.jpg,t23lib-real.jpg","31,1,14,20,3,7,29,12,10,2,13,19,4,26,25,18,27,16,0,9,6,8,21,11,15,22","t30lib-real.jpg,t02lib-real.jpg,t15lib-real.jpg,t21lib-real.jpg,t05lib-real.jpg,t09lib-real.jpg,t13lib-real.jpg,t11lib-real.jpg,t04lib-real.jpg,t14lib-real.jpg,t20lib-real.jpg,t06lib-real.jpg,t27lib-real.jpg,t26lib-real.jpg,t19lib-real.jpg,t28lib-real.jpg,t17lib-real.jpg,t01lib-real.jpg,t03lib-real.jpg,t08lib-real.jpg,t10lib-real.jpg,t22lib-real.jpg,t12lib-real.jpg,t16lib-real.jpg,t23lib-real.jpg","31,1,14,20,3,7,12,10,2,13,19,4,26,25,18,27,16,0,9,6,8,21,11,15,22",,306169,"[t30lib-real.jpg,64515];[t02lib-real.jpg,8002];[t15lib-real.jpg,6949];[t21lib-real.jpg,3765];[t05lib-real.jpg,26328];[t09lib-real.jpg,6280];[t29lib-real.jpg,2000];[t13lib-real.jpg,5715];[t11lib-real.jpg,9443];[t04lib-real.jpg,2650];[t14lib-real.jpg,3332];[t20lib-real.jpg,6166];[t06lib-real.jpg,0];[t27lib-real.jpg,0];[t26lib-real.jpg,2634];[t19lib-real.jpg,2699];[t28lib-real.jpg,1717];[t17lib-real.jpg,0];[t01lib-real.jpg,0];[t03lib-real.jpg,4264];[t08lib-real.jpg,4399];[t10lib-real.jpg,0];[t22lib-real.jpg,4466];[t12lib-real.jpg,0];[t16lib-real.jpg,4948];[t23lib-real.jpg,8396]","[31,64515];[1,8002];[14,6949];[20,3765];[3,26328];[7,6280];[29,2000];[12,5715];[10,9443];[2,2650];[13,3332];[19,6166];[4,0];[26,0];[25,2634];[18,2699];[27,1717];[16,0];[0,0];[9,4264];[6,4399];[8,0];[21,4466];[11,0];[15,4948];[22,8396]",31=t30lib-real.jpg;1=t02lib-real.jpg;14=t15lib-real.jpg;20=t21lib-real.jpg;3=t05lib-real.jpg;7=t09lib-real.jpg;29=t29lib-real.jpg;12=t13lib-real.jpg;10=t11lib-real.jpg;2=t04lib-real.jpg;13=t14lib-real.jpg;19=t20lib-real.jpg;4=t06lib-real.jpg;26=t27lib-real.jpg;25=t26lib-real.jpg;18=t19lib-real.jpg;27=t28lib-real.jpg;16=t17lib-real.jpg;0=t01lib-real.jpg;9=t03lib-real.jpg;6=t08lib-real.jpg;8=t10lib-real.jpg;21=t22lib-real.jpg;11=t12lib-real.jpg;15=t16lib-real.jpg;22=t23lib-real.jpg,/newsfeed/condition/
,6308c7c633514099aebd6ecf,0,4,0,0,,,"t19lib-ai.png,t01lib-ai.png,t22lib-ai.png,t12lib-real.jpg","53,35,56,11",,,,70071,"[t30lib-ai.png,6862];[t02lib-ai.png,12382];[t15lib-real.jpg,7613];[t21lib-ai.png,4487];[t11lib-ai.png,2568];[t04lib-real.jpg,1999];[t20lib-ai.png,1686];[t06lib-ai.png,1769];[t27lib-ai.png,1769];[t26lib-ai.png,4424];[t19lib-ai.png,4498];[t28lib-ai.png,1753];[t17lib-ai.png,4403];[t01lib-ai.png,3353];[t03lib-real.jpg,1753];[t08lib-ai.png,1753];[t10lib-ai.png,6545];[t22lib-ai.png,9633];[t12lib-real.jpg,6928];[t23lib-ai.png,14177];[t16lib-ai.png,16497]","[64,6862];[36,12382];[14,7613];[55,4487];[45,2568];[2,1999];[54,1686];[39,1769];[61,1769];[60,4424];[53,4498];[62,1753];[51,4403];[35,3353];[9,1753];[41,1753];[43,6545];[56,9633];[11,6928];[57,14177];[50,16497]",64=t30lib-ai.png;36=t02lib-ai.png;14=t15lib-real.jpg;55=t21lib-ai.png;45=t11lib-ai.png;2=t04lib-real.jpg;54=t20lib-ai.png;39=t06lib-ai.png;61=t27lib-ai.png;60=t26lib-ai.png;53=t19lib-ai.png;62=t28lib-ai.png;51=t17lib-ai.png;35=t01lib-ai.png;9=t03lib-real.jpg;41=t08lib-ai.png;43=t10lib-ai.png;56=t22lib-ai.png;11=t12lib-real.jpg;57=t23lib-ai.png;50=t16lib-ai.png,/newsfeed/condition/
,695fd5e7dd1ecd302cfaeb9a,3,8,0,0,,"Love the praise for Trump, on Post t30con-ai.png (PostID 64), on Day 1
Affirmative action is discriminatory towards majority groups, on Post t11con-ai.png (PostID 38), on Day 1
Agreed., on Post t12con-real.jpg (PostID 11), on Day 1
","t30con-ai.png,t15con-real.jpg,t29con-real.jpg,t20con-ai.png,t26con-ai.png,t17con-ai.png,t01con-ai.png,t12con-real.jpg","64,14,63,47,53,44,28,11",,,,0,"[t30con-ai.png,13262];[t15con-real.jpg,2417];[t05con-ai.png,2692];[t09con-ai.png,5418];[t29con-real.jpg,3266];[t13con-ai.png,2434];[t11con-ai.png,18498];[t20con-ai.png,2416];[t27con-ai.png,2400];[t26con-ai.png,0];[t19con-ai.png,4566];[t17con-ai.png,2284];[t01con-ai.png,2200];[t08con-ai.png,2034];[t10con-ai.png,1602];[t22con-ai.png,1793];[t12con-real.jpg,3604];[t16con-ai.png,7902];[t23con-ai.png,2641]","[64,13262];[14,2417];[31,2692];[35,5418];[63,3266];[40,2434];[38,18498];[47,2416];[54,2400];[53,0];[46,4566];[44,2284];[28,2200];[34,2034];[36,1602];[49,1793];[11,3604];[43,7902];[50,2641]",64=t30con-ai.png;14=t15con-real.jpg;31=t05con-ai.png;35=t09con-ai.png;63=t29con-real.jpg;40=t13con-ai.png;38=t11con-ai.png;47=t20con-ai.png;54=t27con-ai.png;53=t26con-ai.png;46=t19con-ai.png;44=t17con-ai.png;28=t01con-ai.png;34=t08con-ai.png;36=t10con-ai.png;49=t22con-ai.png;11=t12con-real.jpg;43=t16con-ai.png;50=t23con-ai.png,/newsfeed/condition/
